Sun Feb 05 12:37:19 -0500 2012,32.8207,-96.7315,1
Sun Feb 05 12:37:42 -0500 2012,42.5088,-83.1687,1
Sun Feb 05 12:38:12 -0500 2012,40.4314,-79.9806,1
Sun Feb 05 12:38:20 -0500 2012,25.9603,-80.1224,1
Sun Feb 05 12:39:10 -0500 2012,41.8338,-87.7319,1
Sun Feb 05 12:39:53 -0500 2012,42.6996,-71.1623,-1
Sun Feb 05 12:40:02 -0500 2012,40.6895,-74.259,1
Sun Feb 05 12:40:19 -0500 2012,40.7343,-111.937,-1
Sun Feb 05 12:40:22 -0500 2012,38.8165,-77.0483,1
Sun Feb 05 12:40:57 -0500 2012,32.552,-94.8588,1
Sun Feb 05 12:41:44 -0500 2012,38.8169,-77.4077,1
Sun Feb 05 12:41:46 -0500 2012,42.3144,-70.9703,-1
Sun Feb 05 12:43:26 -0500 2012,35.7288,-87.0251,1
Sun Feb 05 12:43:26 -0500 2012,28.5166,-99.8628,1
Sun Feb 05 12:44:06 -0500 2012,40.4706,-74.6579,1
Sun Feb 05 12:44:13 -0500 2012,39.779,-86.1564,-1
Sun Feb 05 12:44:25 -0500 2012,39.8917,-86.0738,-1
Sun Feb 05 12:44:28 -0500 2012,38.8727,-83.6153,1
Sun Feb 05 12:44:59 -0500 2012,39.4504,-119.751,1
Sun Feb 05 12:45:51 -0500 2012,36.8361,-76.2724,-1
Sun Feb 05 12:45:54 -0500 2012,34.0209,-118.211,-1
Sun Feb 05 12:46:03 -0500 2012,40.4473,-111.894,1
Sun Feb 05 12:46:35 -0500 2012,42.3663,-71.1116,-1
Sun Feb 05 12:46:53 -0500 2012,40.7033,-73.5623,1
Sun Feb 05 12:46:56 -0500 2012,39.9349,-75.1432,-1
Sun Feb 05 12:47:00 -0500 2012,44.0492,-103.205,1
Sun Feb 05 12:47:03 -0500 2012,26.1755,-80.2649,-1
Sun Feb 05 12:47:23 -0500 2012,37.4774,-122.438,-1
Sun Feb 05 12:47:30 -0500 2012,42.5126,-70.9488,-1
Sun Feb 05 12:47:32 -0500 2012,36.2329,-115.238,1
Sun Feb 05 12:47:54 -0500 2012,40.7258,-74.2329,1
Sun Feb 05 12:48:25 -0500 2012,40.7003,-74.2261,1
Sun Feb 05 12:48:33 -0500 2012,41.5221,-88.1355,1
Sun Feb 05 12:48:57 -0500 2012,40.7003,-74.2261,1
Sun Feb 05 12:49:03 -0500 2012,35.7877,-83.5604,1
Sun Feb 05 12:50:27 -0500 2012,40.7472,-74.001,1
Sun Feb 05 12:50:28 -0500 2012,28.2469,-82.7392,1
Sun Feb 05 12:50:40 -0500 2012,40.651,-73.8712,1
Sun Feb 05 12:50:42 -0500 2012,43.0675,-70.774,-1
Sun Feb 05 12:51:21 -0500 2012,28.0784,-82.4442,1
Sun Feb 05 12:51:28 -0500 2012,33.3919,-111.928,-1
Sun Feb 05 12:51:30 -0500 2012,39.7798,-86.1329,1
Sun Feb 05 12:51:34 -0500 2012,30.6471,-96.3303,-1
Sun Feb 05 12:51:40 -0500 2012,42.7507,-73.7488,-1
Sun Feb 05 12:51:50 -0500 2012,27.0343,-82.1862,1
Sun Feb 05 12:51:59 -0500 2012,38.3275,-85.7307,1
Sun Feb 05 12:52:01 -0500 2012,41.5926,-72.7063,-1
Sun Feb 05 12:52:17 -0500 2012,25.8102,-80.1401,-1
Sun Feb 05 12:52:17 -0500 2012,37.7153,-89.2112,-1
Sun Feb 05 12:52:53 -0500 2012,37.5037,-122.266,1
Sun Feb 05 12:52:59 -0500 2012,33.6438,-117.866,1
Sun Feb 05 12:53:05 -0500 2012,30.5254,-92.093,-1
Sun Feb 05 12:53:18 -0500 2012,40.9248,-74.1835,1
Sun Feb 05 12:53:27 -0500 2012,40.7159,-74.179,1
Sun Feb 05 12:54:11 -0500 2012,41.6112,-93.704,-1
Sun Feb 05 12:54:22 -0500 2012,33.9212,-117.192,-1
Sun Feb 05 12:54:32 -0500 2012,25.7411,-80.2655,1
Sun Feb 05 12:54:44 -0500 2012,30.2978,-97.7533,1
Sun Feb 05 12:54:56 -0500 2012,30.8633,-93.2882,1
Sun Feb 05 12:55:41 -0500 2012,39.7831,-94.7886,-1
Sun Feb 05 12:55:42 -0500 2012,35.9133,-94.9597,1
Sun Feb 05 12:55:54 -0500 2012,44.8653,-73.0959,-1
Sun Feb 05 12:56:17 -0500 2012,38.7693,-77.1825,-1
Sun Feb 05 12:56:14 -0500 2012,21.0396,-89.6283,-1
Sun Feb 05 12:56:23 -0500 2012,40.72,-73.9855,1
Sun Feb 05 12:56:27 -0500 2012,38.6745,-121.149,1
Sun Feb 05 12:57:40 -0500 2012,41.2869,-80.4874,1
Sun Feb 05 12:57:42 -0500 2012,41.7872,-72.7248,1
Sun Feb 05 12:58:04 -0500 2012,40.8319,-73.9109,1
Sun Feb 05 12:58:22 -0500 2012,25.7861,-80.2054,1
Sun Feb 05 12:58:47 -0500 2012,28.5947,-81.3507,1
Sun Feb 05 12:58:52 -0500 2012,29.8099,-94.9966,1
Sun Feb 05 12:59:05 -0500 2012,35.9771,-83.9213,-1
Sun Feb 05 12:59:05 -0500 2012,39.1227,-77.1835,1
Sun Feb 05 12:59:06 -0500 2012,41.2802,-75.8511,1
Sun Feb 05 12:59:19 -0500 2012,41.2645,-72.9477,1
Sun Feb 05 13:00:10 -0500 2012,39.4456,-76.991,-1
Sun Feb 05 13:00:13 -0500 2012,31.5615,-97.1181,1
Sun Feb 05 13:01:05 -0500 2012,41.026,-73.6889,1
Sun Feb 05 13:01:28 -0500 2012,40.719,-74.162,1
Sun Feb 05 13:01:59 -0500 2012,40.719,-74.162,1
Sun Feb 05 13:01:59 -0500 2012,38.8048,-77.237,1
Sun Feb 05 13:02:01 -0500 2012,27.4576,-81.231,1
Sun Feb 05 13:02:06 -0500 2012,37.5103,-121.913,-1
Sun Feb 05 13:02:30 -0500 2012,45.5864,-122.593,-1
Sun Feb 05 13:02:41 -0500 2012,36.9974,-86.4496,-1
Sun Feb 05 13:02:44 -0500 2012,33.7532,-112.317,1
Sun Feb 05 13:02:57 -0500 2012,40.1775,-79.8238,1
Sun Feb 05 13:03:01 -0500 2012,40.6061,-73.9587,1
Sun Feb 05 13:03:28 -0500 2012,42.3527,-83.0992,1
Sun Feb 05 13:03:37 -0500 2012,42.2823,-85.6141,1
Sun Feb 05 13:03:45 -0500 2012,40.6974,-73.9797,1
Sun Feb 05 13:03:49 -0500 2012,34.0941,-118.36,1
Sun Feb 05 13:03:59 -0500 2012,42.8962,-78.876,1
Sun Feb 05 13:04:28 -0500 2012,36.504,-87.314,-1
Sun Feb 05 13:04:32 -0500 2012,37.2357,-76.5149,-1
Sun Feb 05 13:04:42 -0500 2012,36.2329,-115.238,-1
Sun Feb 05 13:05:30 -0500 2012,40.7224,-74.1398,1
Sun Feb 05 13:05:38 -0500 2012,25.7036,-80.4297,1
Sun Feb 05 13:05:58 -0500 2012,39.3898,-75.0499,1
Sun Feb 05 13:06:14 -0500 2012,40.7224,-74.1398,1
Sun Feb 05 13:06:28 -0500 2012,39.8156,-84.8861,-1
Sun Feb 05 13:06:30 -0500 2012,33.5758,-84.5491,1
Sun Feb 05 13:07:07 -0500 2012,43.851,-79.5322,-1
Sun Feb 05 13:07:27 -0500 2012,33.2168,-97.0574,1
Sun Feb 05 13:07:34 -0500 2012,43.8116,-79.2708,-1
Sun Feb 05 13:07:44 -0500 2012,33.2128,-97.1104,1
Sun Feb 05 13:09:22 -0500 2012,46.9089,-98.6833,1
Sun Feb 05 13:09:37 -0500 2012,41.5802,-72.9214,1
Sun Feb 05 13:10:02 -0500 2012,39.715,-86.2978,-1
Sun Feb 05 13:10:02 -0500 2012,41.4992,-82.0417,-1
Sun Feb 05 13:10:14 -0500 2012,38.6713,-121.38,-1
Sun Feb 05 13:10:18 -0500 2012,40.7066,-73.7025,1
Sun Feb 05 13:10:41 -0500 2012,40.7224,-74.0928,1
Sun Feb 05 13:11:22 -0500 2012,40.5761,-74.0984,1
Sun Feb 05 13:11:24 -0500 2012,45.3486,-121.963,-1
Sun Feb 05 13:11:28 -0500 2012,37.0655,-97.046,1
Sun Feb 05 13:11:50 -0500 2012,33.8549,-118.377,-1
Sun Feb 05 13:12:39 -0500 2012,28.5842,-81.3924,1
Sun Feb 05 13:13:16 -0500 2012,32.0215,-81.0655,1
Sun Feb 05 13:13:28 -0500 2012,39.195,-96.5984,-1
Sun Feb 05 13:13:31 -0500 2012,41.687,-71.155,-1
Sun Feb 05 13:13:38 -0500 2012,40.7224,-74.0928,1
Sun Feb 05 13:13:45 -0500 2012,39.6441,-86.1401,1
Sun Feb 05 13:13:59 -0500 2012,43.4592,-70.3853,-1
Sun Feb 05 13:14:52 -0500 2012,44.9709,-93.2615,-1
Sun Feb 05 13:15:24 -0500 2012,33.2836,-117.289,-1
Sun Feb 05 13:15:41 -0500 2012,39.7632,-104.98,1
Sun Feb 05 13:15:50 -0500 2012,43.4768,-84.5768,-1
Sun Feb 05 13:15:48 -0500 2012,42.3785,-72.4195,1
Sun Feb 05 13:16:28 -0500 2012,33.7974,-117.818,-1
Sun Feb 05 13:17:07 -0500 2012,40.77,-73.9818,1
Sun Feb 05 13:17:41 -0500 2012,34.0982,-118.011,1
Sun Feb 05 13:18:04 -0500 2012,42.3421,-71.1012,-1
Sun Feb 05 13:19:02 -0500 2012,29.9583,-95.5002,1
Sun Feb 05 13:19:15 -0500 2012,40.8715,-73.0459,1
Sun Feb 05 13:19:32 -0500 2012,40.6586,-73.7625,1
Sun Feb 05 13:19:34 -0500 2012,42.3144,-70.9703,1
Sun Feb 05 13:19:40 -0500 2012,51.1159,-114.051,-1
Sun Feb 05 13:19:50 -0500 2012,41.2983,-72.9292,1
Sun Feb 05 13:20:14 -0500 2012,38.5379,-121.492,1
Sun Feb 05 13:20:31 -0500 2012,28.9699,-111.498,-1
Sun Feb 05 13:21:21 -0500 2012,40.4308,-78.4361,-1
Sun Feb 05 13:21:35 -0500 2012,40.6176,-73.9358,1
Sun Feb 05 13:21:50 -0500 2012,31.6614,-106.193,-1
Sun Feb 05 13:21:59 -0500 2012,40.0332,-75.228,1
Sun Feb 05 13:22:31 -0500 2012,37.3353,-87.4951,1
Sun Feb 05 13:22:45 -0500 2012,41.9106,-87.9474,1
Sun Feb 05 13:23:17 -0500 2012,28.5669,-81.507,1
Sun Feb 05 13:23:24 -0500 2012,49.2258,-124.201,1
Sun Feb 05 13:23:42 -0500 2012,40.77,-73.9818,1
Sun Feb 05 13:23:45 -0500 2012,39.9323,-75.5437,1
Sun Feb 05 13:24:38 -0500 2012,29.9626,-90.0801,1
Sun Feb 05 13:24:40 -0500 2012,41.092,-73.452,1
Sun Feb 05 13:24:44 -0500 2012,49.8402,-97.1788,1
Sun Feb 05 13:24:55 -0500 2012,40.495,-74.8685,1
Sun Feb 05 13:24:57 -0500 2012,28.4909,-81.4413,1
Sun Feb 05 13:25:43 -0500 2012,35.9272,-86.8342,1
Sun Feb 05 13:25:58 -0500 2012,38.4981,-98.3201,1
Sun Feb 05 13:26:01 -0500 2012,41.8338,-87.7319,1
Sun Feb 05 13:26:43 -0500 2012,32.3111,-90.1888,1
Sun Feb 05 13:27:08 -0500 2012,40.6974,-73.9797,1
Sun Feb 05 13:27:20 -0500 2012,42.825,-70.9012,-1
Sun Feb 05 13:28:24 -0500 2012,34.1704,-118.378,1
Sun Feb 05 13:28:32 -0500 2012,43.6814,-79.7831,1
Sun Feb 05 13:28:38 -0500 2012,40.6974,-73.9797,-1
Sun Feb 05 13:29:55 -0500 2012,36.1226,-115.265,-1
Sun Feb 05 13:30:34 -0500 2012,40.4314,-79.9806,1
Sun Feb 05 13:30:47 -0500 2012,39.2761,-84.703,-1
Sun Feb 05 13:30:48 -0500 2012,37.8001,-122.412,1
Sun Feb 05 13:31:11 -0500 2012,40.7059,-73.9174,1
Sun Feb 05 13:31:11 -0500 2012,40.0783,-74.0697,1
Sun Feb 05 13:31:13 -0500 2012,40.7369,-74.0626,1
Sun Feb 05 13:31:55 -0500 2012,40.2686,-81.4675,1
Sun Feb 05 13:32:16 -0500 2012,42.3589,-71.0538,-1
Sun Feb 05 13:32:18 -0500 2012,40.6974,-73.9797,1
Sun Feb 05 13:32:46 -0500 2012,33.837,-117.565,-1
Sun Feb 05 13:33:02 -0500 2012,39.695,-86.1204,1
Sun Feb 05 13:33:13 -0500 2012,32.4154,-90.1098,-1
Sun Feb 05 13:33:13 -0500 2012,38.9629,-76.9224,1
Sun Feb 05 13:33:36 -0500 2012,38.4028,-77.3716,1
Sun Feb 05 13:33:57 -0500 2012,33.1746,-96.7011,1
Sun Feb 05 13:34:27 -0500 2012,39.6561,-75.7309,1
Sun Feb 05 13:34:53 -0500 2012,27.383,-82.497,1
Sun Feb 05 13:35:06 -0500 2012,33.5599,-84.3357,1
Sun Feb 05 13:35:33 -0500 2012,31.1689,-100.077,1
Sun Feb 05 13:36:27 -0500 2012,31.7782,-106.462,-1
Sun Feb 05 13:36:31 -0500 2012,32.0233,-81.0678,1
Sun Feb 05 13:37:27 -0500 2012,40.6974,-73.9797,1
Sun Feb 05 13:38:01 -0500 2012,37.8377,-85.9568,1
Sun Feb 05 13:38:04 -0500 2012,44.0358,-78.8645,1
Sun Feb 05 13:38:20 -0500 2012,21.1749,-86.872,1
Sun Feb 05 13:38:22 -0500 2012,30.005,-91.8414,1
Sun Feb 05 13:38:24 -0500 2012,32.9088,-117.118,1
Sun Feb 05 13:38:54 -0500 2012,35.5712,-76.4723,-1
Sun Feb 05 13:39:08 -0500 2012,42.4629,-70.9423,-1
Sun Feb 05 13:39:49 -0500 2012,41.1448,-81.3585,1
Sun Feb 05 13:39:57 -0500 2012,35.0531,-89.9416,-1
Sun Feb 05 13:40:11 -0500 2012,35.3887,-89.8569,1
Sun Feb 05 13:40:23 -0500 2012,42.6745,-73.8259,1
Sun Feb 05 13:40:41 -0500 2012,33.9972,-117.713,-1
Sun Feb 05 13:41:20 -0500 2012,35.0537,-89.9404,-1
Sun Feb 05 13:41:23 -0500 2012,34.7257,-85.0061,1
Sun Feb 05 13:41:28 -0500 2012,35.0531,-89.9416,-1
Sun Feb 05 13:42:04 -0500 2012,33.9694,-118.3,1
Sun Feb 05 13:42:22 -0500 2012,42.6681,-73.8107,1
Sun Feb 05 13:43:09 -0500 2012,41.8338,-87.7319,1
Sun Feb 05 13:43:30 -0500 2012,41.3725,-72.8709,1
Sun Feb 05 13:43:30 -0500 2012,33.2164,-97.1469,1
Sun Feb 05 13:43:56 -0500 2012,42.6996,-71.1623,-1
Sun Feb 05 13:44:15 -0500 2012,40.73,-73.9977,1
Sun Feb 05 13:44:49 -0500 2012,35.189,-89.8073,1
Sun Feb 05 13:45:55 -0500 2012,40.7284,-74.0563,1
Sun Feb 05 13:46:17 -0500 2012,37.991,-87.5438,1
Sun Feb 05 13:46:59 -0500 2012,32.964,-96.691,1
Sun Feb 05 13:47:00 -0500 2012,40.7276,-74.0563,1
Sun Feb 05 13:49:03 -0500 2012,40.6685,-73.6381,1
Sun Feb 05 13:49:02 -0500 2012,42.3648,-71.0569,-1
Sun Feb 05 13:49:42 -0500 2012,40.7266,-74.0627,1
Sun Feb 05 13:50:24 -0500 2012,43.1364,-85.6036,-1
Sun Feb 05 13:50:26 -0500 2012,30.4367,-91.0258,1
Sun Feb 05 13:50:32 -0500 2012,33.8963,-118.307,-1
Sun Feb 05 13:50:34 -0500 2012,49.463,-123.739,1
Sun Feb 05 13:50:40 -0500 2012,42.391,-71.1223,1
Sun Feb 05 13:50:47 -0500 2012,40.2714,-83.0701,-1
Sun Feb 05 13:50:50 -0500 2012,33.7678,-84.4181,1
Sun Feb 05 13:52:08 -0500 2012,41.3333,-74.303,1
Sun Feb 05 13:52:16 -0500 2012,39.7631,-86.1581,1
Sun Feb 05 13:52:35 -0500 2012,37.967,-122.037,1
Sun Feb 05 13:54:17 -0500 2012,41.7604,-87.6053,1
Sun Feb 05 13:54:34 -0500 2012,40.7631,-73.994,1
Sun Feb 05 13:54:52 -0500 2012,21.1206,-86.8766,-1
Sun Feb 05 13:55:00 -0500 2012,40.7809,-73.9771,1
Sun Feb 05 13:55:28 -0500 2012,34.1735,-118.546,1
Sun Feb 05 13:55:57 -0500 2012,37.7353,-97.2476,1
Sun Feb 05 13:55:58 -0500 2012,34.1735,-118.546,1
Sun Feb 05 13:55:58 -0500 2012,41.2983,-72.9292,-1
Sun Feb 05 13:56:26 -0500 2012,41.352,-72.1135,-1
Sun Feb 05 13:56:26 -0500 2012,32.807,-80.118,-1
Sun Feb 05 13:56:49 -0500 2012,39.9641,-85.9929,-1
Sun Feb 05 13:56:54 -0500 2012,40.7276,-74.0403,1
Sun Feb 05 13:57:14 -0500 2012,40.9916,-73.8415,1
Sun Feb 05 13:57:20 -0500 2012,34.1401,-118.139,1
Sun Feb 05 13:57:40 -0500 2012,32.5762,-86.6807,1
Sun Feb 05 13:57:53 -0500 2012,21.022,-89.5734,1
Sun Feb 05 13:57:59 -0500 2012,41.0093,-81.6896,-1
Sun Feb 05 13:58:19 -0500 2012,36.863,-76.1329,1
Sun Feb 05 13:58:22 -0500 2012,47.6638,-122.302,1
Sun Feb 05 13:58:43 -0500 2012,36.0595,-90.4681,1
Sun Feb 05 13:58:51 -0500 2012,39.9472,-75.2201,-1
Sun Feb 05 13:59:00 -0500 2012,33.5126,-112.085,-1
Sun Feb 05 14:00:29 -0500 2012,42.9914,-86.1995,-1
Sun Feb 05 14:01:58 -0500 2012,40.7403,-74.0404,1
Sun Feb 05 14:02:34 -0500 2012,40.7062,-75.1793,1
Sun Feb 05 14:02:45 -0500 2012,40.5393,-74.1479,1
Sun Feb 05 14:02:53 -0500 2012,43.1396,-80.2965,-1
Sun Feb 05 14:04:06 -0500 2012,25.9838,-80.1323,-1
Sun Feb 05 14:04:40 -0500 2012,29.5716,-97.9846,1
Sun Feb 05 14:04:48 -0500 2012,29.9781,-95.7035,-1
Sun Feb 05 14:04:48 -0500 2012,40.8888,-74.2602,1
Sun Feb 05 14:05:12 -0500 2012,34.2071,-77.8721,-1
Sun Feb 05 14:05:56 -0500 2012,26.681,-80.2132,1
Sun Feb 05 14:07:49 -0500 2012,41.8338,-87.7319,1
Sun Feb 05 14:08:31 -0500 2012,38.5617,-121.461,1
Sun Feb 05 14:10:26 -0500 2012,41.9196,-87.6601,1
Sun Feb 05 14:10:36 -0500 2012,38.4669,-82.6256,1
Sun Feb 05 14:11:10 -0500 2012,33.8533,-117.897,1
Sun Feb 05 14:12:25 -0500 2012,38.802,-76.918,1
Sun Feb 05 14:13:04 -0500 2012,40.6815,-73.7149,1
Sun Feb 05 14:13:36 -0500 2012,40.7809,-73.9771,1
Sun Feb 05 14:13:44 -0500 2012,40.6838,-73.9922,1
Sun Feb 05 14:13:50 -0500 2012,33.0471,-87.3748,1
Sun Feb 05 14:14:56 -0500 2012,36.6202,-121.924,1
Sun Feb 05 14:15:11 -0500 2012,40.9348,-72.677,1
Sun Feb 05 14:15:16 -0500 2012,34.8485,-92.409,-1
Sun Feb 05 14:15:25 -0500 2012,40.6483,-73.905,1
Sun Feb 05 14:15:29 -0500 2012,31.1689,-100.077,1
Sun Feb 05 14:15:46 -0500 2012,26.0193,-80.1159,-1
Sun Feb 05 14:17:49 -0500 2012,39.4151,-87.4132,1
Sun Feb 05 14:17:50 -0500 2012,41.1848,-73.199,1
Sun Feb 05 14:18:13 -0500 2012,28.8137,-81.3265,1
Sun Feb 05 14:18:15 -0500 2012,37.5163,-77.6282,1
Sun Feb 05 14:18:27 -0500 2012,49.1353,-122.887,1
Sun Feb 05 14:18:36 -0500 2012,42.8623,-80.7305,1
Sun Feb 05 14:18:37 -0500 2012,26.1841,-81.7031,1
Sun Feb 05 14:18:49 -0500 2012,40.9349,-72.6771,1
Sun Feb 05 14:19:23 -0500 2012,34.9566,-89.8406,1
Sun Feb 05 14:19:49 -0500 2012,38.6613,-90.5624,1
